State,County,FOODINSEC_09_11,FOODINSEC_12_14,FOODINSEC_15_17,CH_FOODINSEC_11_14,CH_FOODINSEC_14_17,Model_answer,FOODINSEC_08_10,FOODINSEC_11_13,FOODINSEC_14_16,FOODINSEC_17_19
MO,Scotland,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Scott,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Shannon,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Shelby,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Stoddard,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Stone,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Sullivan,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Taney,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Texas,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Vernon,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Warren,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Washington,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Wayne,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Webster,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Worth,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,Wright,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MO,St. Louis,16,22,17.2,6,-4.8,decr,15.8,16.9,14.2,11.7
MT,Beaverhead,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Big Horn,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Blaine,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Broadwater,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Carbon,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Carter,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Cascade,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Chouteau,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Custer,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Daniels,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Dawson,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Deer Lodge,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Fallon,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Fergus,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Flathead,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Gallatin,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Garfield,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Glacier,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Golden Valley,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Granite,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Hill,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Jefferson,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Judith Basin,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Lake,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Lewis and Clark,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Liberty,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Lincoln,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,McCone,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Madison,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Meagher,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Mineral,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Missoula,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Musselshell,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Park,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Petroleum,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Phillips,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Pondera,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Powder River,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Powell,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Prairie,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Ravalli,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Richland,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Roosevelt,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Rosebud,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Sanders,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Sheridan,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Silver Bow,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Stillwater,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Sweet Grass,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Teton,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Toole,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Treasure,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Valley,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Wheatland,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Wibaux,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
MT,Yellowstone,14.5,11.5,11.4,-3,-0.1,decr,14.1,11.8,12.9,10
NE,Adams,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Antelope,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Arthur,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Banner,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Blaine,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Boone,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Box Butte,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Boyd,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Brown,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Buffalo,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Burt,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Butler,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Cass,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Cedar,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Chase,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Cherry,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Cheyenne,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Clay,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Colfax,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Cuming,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Custer,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Dakota,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Dawes,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Dawson,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Deuel,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Dixon,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Dodge,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Douglas,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Dundy,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Fillmore,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Franklin,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Frontier,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Furnas,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Gage,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Garden,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Garfield,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Gosper,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Grant,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Greeley,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Hall,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Hamilton,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Harlan,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Hayes,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Hitchcock,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Holt,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Hooker,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Howard,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Jefferson,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Johnson,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Kearney,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Keith,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Keya Paha,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Kimball,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Knox,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Lancaster,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Lincoln,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Logan,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Loup,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,McPherson,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Madison,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Merrick,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Morrill,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Nance,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Nemaha,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Nuckolls,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Otoe,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Pawnee,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Perkins,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Phelps,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Pierce,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Platte,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Polk,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Red Willow,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Richardson,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Rock,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Saline,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Sarpy,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Saunders,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Scotts Bluff,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Seward,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Sheridan,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Sherman,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Sioux,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Stanton,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Thayer,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Thomas,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Thurston,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Valley,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Washington,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Wayne,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Webster,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,Wheeler,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NE,York,13.3,16.7,14.4,3.4,-2.3,decr,12.7,13.8,14.7,10.8
NV,Churchill,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Clark,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Douglas,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Elko,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Esmeralda,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Eureka,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Humboldt,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Lander,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Lincoln,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Lyon,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Mineral,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Nye,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Pershing,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Storey,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Washoe,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,White Pine,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NV,Carson City,15.3,8.4,9,-6.9,0.6,incr,14.7,16.2,12.1,12.8
NH,Belknap,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Carroll,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Cheshire,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Coos,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Grafton,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Hillsborough,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Merrimack,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Rockingham,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Strafford,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NH,Sullivan,9.6,13.9,13.5,4.3,-0.4,decr,9.6,10.2,9.6,6.6
NJ,Atlantic,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Bergen,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Burlington,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Camden,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Cape May,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Cumberland,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Essex,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Gloucester,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Hudson,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Hunterdon,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Mercer,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Middlesex,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Monmouth,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Morris,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Ocean,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Passaic,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Salem,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Somerset,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Sussex,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Union,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NJ,Warren,12.3,10,9.4,-2.3,-0.6,decr,12.1,11.4,11.1,7.7
NM,Bernalillo,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Catron,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Chaves,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Cibola,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Colfax,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Curry,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,De Baca,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Doña Ana,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Eddy,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Grant,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Guadalupe,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Harding,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Hidalgo,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Lea,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Lincoln,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Los Alamos,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Luna,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,McKinley,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Mora,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Otero,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Quay,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Rio Arriba,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Roosevelt,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Sandoval,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,San Juan,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,San Miguel,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Santa Fe,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Sierra,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Socorro,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Taos,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Torrance,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Union,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NM,Valencia,16.5,11.7,8.6,-4.8,-3.1,decr,15.4,13.2,17.6,15.1
NY,Albany,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Allegany,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Bronx,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Broome,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Cattaraugus,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Cayuga,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Chautauqua,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Chemung,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Chenango,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Clinton,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Columbia,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Cortland,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Delaware,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Dutchess,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Erie,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Essex,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Franklin,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Fulton,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Genesee,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Greene,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Hamilton,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Herkimer,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Jefferson,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Kings,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Lewis,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Livingston,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Madison,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Monroe,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Montgomery,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Nassau,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,New York,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Niagara,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Oneida,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Onondaga,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Ontario,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Orange,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Orleans,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Oswego,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Otsego,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Putnam,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Queens,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Rensselaer,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Richmond,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Rockland,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,St. Lawrence,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Saratoga,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Schenectady,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Schoharie,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Schuyler,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Seneca,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
NY,Steuben,13.3,12.3,17.9,-1,5.6,incr,12.9,14,12.5,10.8
